Category,Cluster_Number,Color,Customer ID,Discount Applied,Frequency of Purchases,Gender,Item Purchased,Location,Payment Method,Preferred Payment Method,Promo Code Used,Season,Shipping Type,Size,Subscription Status,Age,Previous Purchases,Purchase Amount (USD),Review Rating
Accessories,Cluster 4,Peach,1116,Yes,Weekly,Male,Hat,New York,Bank Transfer,Cash,Yes,Fall,2-Day Shipping,S,No,30,37,58,4
Accessories,Cluster 4,Charcoal,1117,Yes,Fortnightly,Male,Backpack,Hawaii,Venmo,PayPal,Yes,Winter,Express,M,No,67,39,96,4.2
Accessories,Cluster 4,Lavender,1118,Yes,Monthly,Male,Sunglasses,California,PayPal,Credit Card,Yes,Spring,Store Pickup,L,No,25,24,77,4.5
Accessories,Cluster 4,Purple,1119,Yes,Every 3 Months,Male,Belt,Indiana,Debit Card,PayPal,Yes,Summer,Standard,M,No,49,11,65,4.9
Accessories,Cluster 4,Indigo,1120,Yes,Weekly,Male,Jewelry,Louisiana,Venmo,Credit Card,Yes,Spring,Standard,M,No,34,36,36,3.1
Footwear,Cluster 1,Magenta,1121,Yes,Monthly,Male,Sneakers,Pennsylvania,Venmo,Debit Card,Yes,Winter,Next Day Air,M,No,22,40,84,4
Clothing,Cluster 3,Peach,1122,Yes,Quarterly,Male,T-shirt,Florida,Cash,Cash,Yes,Fall,Express,XL,No,63,25,58,3.2
Accessories,Cluster 4,Charcoal,1123,Yes,Annually,Male,Handbag,North Carolina,PayPal,Credit Card,Yes,Spring,2-Day Shipping,S,No,70,12,62,4.3
Accessories,Cluster 4,Purple,1124,Yes,Monthly,Male,Hat,Massachusetts,Debit Card,Cash,Yes,Fall,Store Pickup,S,No,36,38,67,2.5
Clothing,Cluster 3,Orange,1125,Yes,Quarterly,Male,Sweater,Iowa,Debit Card,Cash,Yes,Spring,Express,M,No,42,40,20,4.9
Footwear,Cluster 1,Lavender,1126,Yes,Weekly,Male,Sandals,North Dakota,Debit Card,Bank Transfer,Yes,Summer,2-Day Shipping,M,No,27,10,90,2.7
Accessories,Cluster 4,Beige,1127,Yes,Fortnightly,Male,Scarf,Iowa,Venmo,Venmo,Yes,Winter,Standard,L,No,23,47,58,3.4
Clothing,Cluster 3,Maroon,1128,Yes,Monthly,Male,Shirt,Delaware,Venmo,Debit Card,Yes,Spring,Store Pickup,XL,No,50,22,53,4.8
Accessories,Cluster 4,Charcoal,1129,Yes,Monthly,Male,Gloves,New York,PayPal,Debit Card,Yes,Winter,Next Day Air,L,No,56,35,30,4.7
Clothing,Cluster 3,White,1130,Yes,Fortnightly,Male,Hoodie,New Hampshire,Credit Card,Venmo,Yes,Winter,Express,XL,No,37,46,65,4.7
Accessories,Cluster 4,Lavender,1131,Yes,Bi-Weekly,Male,Jewelry,Kentucky,Cash,PayPal,Yes,Summer,Standard,M,No,67,30,41,3.9
Clothing,Cluster 3,Black,1132,Yes,Monthly,Male,Shirt,Illinois,Credit Card,Bank Transfer,Yes,Spring,Express,M,No,67,20,73,3.7
Clothing,Cluster 3,Teal,1133,Yes,Fortnightly,Male,Hoodie,North Carolina,PayPal,Cash,Yes,Spring,Store Pickup,S,No,50,25,98,4.3
Footwear,Cluster 1,Magenta,1134,Yes,Weekly,Male,Shoes,Connecticut,PayPal,Cash,Yes,Winter,2-Day Shipping,XL,No,36,29,36,4.1
Clothing,Cluster 3,Brown,1135,Yes,Every 3 Months,Male,T-shirt,Wisconsin,Bank Transfer,Venmo,Yes,Summer,Express,M,No,62,2,81,4.6
Clothing,Cluster 3,Peach,1136,Yes,Quarterly,Male,Skirt,Massachusetts,PayPal,Bank Transfer,Yes,Winter,2-Day Shipping,L,No,65,32,90,3.6
Accessories,Cluster 4,Cyan,1137,Yes,Monthly,Male,Handbag,Illinois,Debit Card,Cash,Yes,Summer,Free Shipping,S,No,23,37,83,4.8
Clothing,Cluster 3,Pink,1138,Yes,Every 3 Months,Male,Shirt,New Mexico,Credit Card,Bank Transfer,Yes,Winter,2-Day Shipping,XL,No,46,16,91,2.8
Clothing,Cluster 3,Purple,1139,Yes,Fortnightly,Male,Pants,Iowa,Venmo,Venmo,Yes,Summer,Express,M,No,18,32,36,4.7
Outerwear,Cluster 2,Purple,1140,Yes,Bi-Weekly,Male,Coat,Alabama,PayPal,Debit Card,Yes,Spring,Standard,L,No,58,42,53,3.9
Clothing,Cluster 3,White,1141,Yes,Every 3 Months,Male,Jeans,Maryland,Cash,Credit Card,Yes,Winter,Store Pickup,M,No,31,6,39,2.6
Accessories,Cluster 4,Silver,1142,Yes,Fortnightly,Male,Gloves,Ohio,Debit Card,PayPal,Yes,Winter,Next Day Air,S,No,39,23,33,4.7
Clothing,Cluster 3,Green,1143,Yes,Bi-Weekly,Male,T-shirt,Ohio,Cash,Venmo,Yes,Spring,Store Pickup,L,No,69,27,76,3.5
Footwear,Cluster 1,Teal,1144,Yes,Quarterly,Male,Boots,Nevada,Cash,PayPal,Yes,Winter,Standard,L,No,68,43,23,4.4
Clothing,Cluster 3,Indigo,1145,Yes,Fortnightly,Male,Jeans,South Carolina,PayPal,Bank Transfer,Yes,Fall,2-Day Shipping,S,No,41,25,54,4.4
Footwear,Cluster 1,Pink,1146,Yes,Every 3 Months,Male,Sneakers,Nevada,Venmo,Cash,Yes,Summer,Express,L,No,31,30,89,3
Footwear,Cluster 1,Indigo,1147,Yes,Every 3 Months,Male,Sneakers,Wisconsin,Debit Card,Bank Transfer,Yes,Summer,Standard,M,No,48,7,38,4.2
Accessories,Cluster 4,Red,1148,Yes,Annually,Male,Hat,Tennessee,PayPal,Debit Card,Yes,Winter,Next Day Air,XL,No,59,17,36,4.3
Clothing,Cluster 3,Violet,1149,Yes,Fortnightly,Male,Pants,Florida,Bank Transfer,PayPal,Yes,Spring,Store Pickup,M,No,34,10,66,2.6
Accessories,Cluster 4,Cyan,1150,Yes,Annually,Male,Jewelry,Georgia,Cash,Venmo,Yes,Spring,Store Pickup,L,No,21,40,42,3.3
Accessories,Cluster 4,Red,1151,Yes,Bi-Weekly,Male,Jewelry,Kentucky,Debit Card,Venmo,Yes,Winter,Next Day Air,S,No,29,50,36,2.7
Clothing,Cluster 3,Gray,1152,Yes,Weekly,Male,Blouse,Ohio,Bank Transfer,Credit Card,Yes,Spring,Express,M,No,41,24,86,4.2
Accessories,Cluster 4,Gold,1153,Yes,Every 3 Months,Male,Handbag,Connecticut,Cash,PayPal,Yes,Fall,Standard,M,No,62,8,49,4
Clothing,Cluster 3,Pink,1154,Yes,Quarterly,Male,Shirt,Idaho,PayPal,Bank Transfer,Yes,Summer,Free Shipping,M,No,27,6,41,4
Clothing,Cluster 3,Cyan,1155,Yes,Bi-Weekly,Male,Dress,Georgia,Venmo,Credit Card,Yes,Spring,2-Day Shipping,L,No,49,44,82,2.9
Clothing,Cluster 3,Red,1156,Yes,Quarterly,Male,T-shirt,Tennessee,Debit Card,PayPal,Yes,Fall,Express,S,No,67,47,53,2.6
Footwear,Cluster 1,Gold,1157,Yes,Every 3 Months,Male,Shoes,Hawaii,PayPal,Venmo,Yes,Summer,Express,M,No,20,6,21,4.8
Accessories,Cluster 4,Charcoal,1158,Yes,Quarterly,Male,Belt,Maryland,Credit Card,Cash,Yes,Fall,Standard,M,No,37,11,66,4.4
Accessories,Cluster 4,Orange,1159,Yes,Annually,Male,Belt,Nevada,Venmo,Bank Transfer,Yes,Summer,2-Day Shipping,L,No,69,41,89,4
Accessories,Cluster 4,Blue,1160,Yes,Every 3 Months,Male,Handbag,New Hampshire,Debit Card,Venmo,Yes,Fall,2-Day Shipping,L,No,66,46,55,3.6
Accessories,Cluster 4,Blue,1161,Yes,Bi-Weekly,Male,Scarf,North Dakota,Cash,Venmo,Yes,Summer,Next Day Air,S,No,37,9,42,3.2
Clothing,Cluster 3,Orange,1162,Yes,Monthly,Male,Shorts,Oklahoma,Bank Transfer,PayPal,Yes,Fall,2-Day Shipping,S,No,63,37,52,3.1
Footwear,Cluster 1,Blue,1163,Yes,Weekly,Male,Sandals,North Carolina,Venmo,PayPal,Yes,Winter,Express,M,No,47,13,92,4.2
Clothing,Cluster 3,White,1164,Yes,Monthly,Male,Pants,Tennessee,Credit Card,Debit Card,Yes,Summer,2-Day Shipping,L,No,26,24,56,3
Clothing,Cluster 3,Green,1165,Yes,Quarterly,Male,Dress,Montana,Credit Card,PayPal,Yes,Winter,Standard,M,No,68,47,96,4.2
Clothing,Cluster 3,Silver,1166,Yes,Every 3 Months,Male,T-shirt,Wisconsin,Cash,Venmo,Yes,Winter,Next Day Air,M,No,51,21,64,2.9
Clothing,Cluster 3,Lavender,1167,Yes,Fortnightly,Male,Dress,Connecticut,Cash,Venmo,Yes,Winter,Store Pickup,S,No,48,22,48,3.7
Clothing,Cluster 3,Beige,1168,Yes,Quarterly,Male,Socks,New Jersey,PayPal,PayPal,Yes,Summer,Free Shipping,XL,No,60,16,83,3.6
Accessories,Cluster 4,Violet,1169,Yes,Fortnightly,Male,Scarf,Mississippi,PayPal,Debit Card,Yes,Summer,Standard,L,No,68,37,91,3.6
Accessories,Cluster 4,Gray,1170,Yes,Annually,Male,Backpack,Wyoming,Venmo,Cash,Yes,Fall,2-Day Shipping,S,No,25,3,94,4.5
Clothing,Cluster 3,Red,1171,Yes,Bi-Weekly,Male,Skirt,Illinois,Bank Transfer,Cash,Yes,Spring,Express,S,No,57,33,62,3.2
Clothing,Cluster 3,Lavender,1172,Yes,Annually,Male,Socks,Louisiana,Bank Transfer,Debit Card,Yes,Spring,Next Day Air,M,No,41,15,55,3.9
Outerwear,Cluster 2,Peach,1173,Yes,Bi-Weekly,Male,Coat,Oregon,Credit Card,Bank Transfer,Yes,Spring,Store Pickup,L,No,59,42,68,4.6
Accessories,Cluster 4,Indigo,1174,Yes,Bi-Weekly,Male,Jewelry,South Dakota,Credit Card,Cash,Yes,Winter,Express,M,No,44,42,76,2.5
Accessories,Cluster 4,Black,1175,Yes,Bi-Weekly,Male,Backpack,Michigan,Cash,Bank Transfer,Yes,Winter,Express,M,No,42,19,31,4.3
Accessories,Cluster 4,Beige,1176,Yes,Quarterly,Male,Belt,New Jersey,Credit Card,PayPal,Yes,Spring,Store Pickup,M,No,35,26,81,4.1
Clothing,Cluster 3,Red,1177,Yes,Quarterly,Male,Dress,Oregon,Credit Card,PayPal,Yes,Winter,Free Shipping,M,No,36,39,83,4.6
Clothing,Cluster 3,Black,1178,Yes,Monthly,Male,Skirt,Iowa,Cash,Debit Card,Yes,Spring,Standard,M,No,54,24,21,4.8
Clothing,Cluster 3,Teal,1179,Yes,Annually,Male,Dress,South Carolina,Credit Card,Debit Card,Yes,Spring,Express,M,No,37,23,22,4.9
Clothing,Cluster 3,Blue,1180,Yes,Annually,Male,T-shirt,Indiana,Debit Card,Bank Transfer,Yes,Summer,Free Shipping,M,No,20,44,33,2.8
Clothing,Cluster 3,Beige,1181,Yes,Monthly,Male,Skirt,Oregon,Cash,Cash,Yes,Spring,Standard,S,No,23,34,23,4.9
Clothing,Cluster 3,Teal,1182,Yes,Quarterly,Male,Shorts,New York,Cash,Bank Transfer,Yes,Summer,Free Shipping,L,No,61,43,96,3.5
Accessories,Cluster 4,Maroon,1183,Yes,Quarterly,Male,Jewelry,New Mexico,Debit Card,PayPal,Yes,Spring,Express,M,No,37,45,21,3.8
Clothing,Cluster 3,Yellow,1184,Yes,Weekly,Male,Pants,Louisiana,PayPal,Credit Card,Yes,Spring,2-Day Shipping,M,No,23,4,39,4.5
Accessories,Cluster 4,Indigo,1185,Yes,Annually,Male,Belt,South Carolina,Bank Transfer,Credit Card,Yes,Fall,Express,S,No,63,19,73,3.4
Clothing,Cluster 3,Magenta,1186,Yes,Monthly,Male,Jeans,Maine,Debit Card,Credit Card,Yes,Spring,Standard,M,No,47,29,64,3.9
Clothing,Cluster 3,Beige,1187,Yes,Annually,Male,Jeans,Indiana,Cash,Credit Card,Yes,Summer,2-Day Shipping,M,No,63,27,68,4.1
Accessories,Cluster 4,Maroon,1188,Yes,Every 3 Months,Male,Hat,Iowa,Cash,Credit Card,Yes,Fall,Express,L,No,56,37,89,3
Clothing,Cluster 3,Magenta,1189,Yes,Weekly,Male,Blouse,Mississippi,Credit Card,Credit Card,Yes,Summer,Next Day Air,M,No,68,11,29,3.3
Clothing,Cluster 3,Teal,1190,Yes,Annually,Male,Shirt,Arkansas,Venmo,Debit Card,Yes,Summer,Free Shipping,XL,No,64,28,97,4.9
Clothing,Cluster 3,Orange,1191,Yes,Weekly,Male,Shirt,South Carolina,Bank Transfer,Credit Card,Yes,Winter,Next Day Air,M,No,62,31,45,4.3
Clothing,Cluster 3,Charcoal,1192,Yes,Quarterly,Male,T-shirt,Indiana,Debit Card,Venmo,Yes,Winter,Free Shipping,L,No,34,50,70,4.1
Outerwear,Cluster 2,Turquoise,1193,Yes,Quarterly,Male,Coat,Florida,PayPal,Venmo,Yes,Summer,2-Day Shipping,M,No,49,42,56,4
Outerwear,Cluster 2,Pink,1194,Yes,Fortnightly,Male,Jacket,Alaska,Venmo,Credit Card,Yes,Fall,2-Day Shipping,L,No,40,18,55,5
Clothing,Cluster 3,Teal,1195,Yes,Fortnightly,Male,Hoodie,New York,Debit Card,Credit Card,Yes,Winter,2-Day Shipping,S,No,50,6,46,3.1
Accessories,Cluster 4,White,1196,Yes,Monthly,Male,Scarf,Texas,Cash,Venmo,Yes,Winter,2-Day Shipping,M,No,25,33,95,4
Accessories,Cluster 4,Maroon,1197,Yes,Bi-Weekly,Male,Belt,North Dakota,PayPal,Bank Transfer,Yes,Winter,2-Day Shipping,M,No,30,13,88,3.2
Footwear,Cluster 1,Violet,1198,Yes,Annually,Male,Sneakers,Vermont,Debit Card,PayPal,Yes,Fall,Standard,L,No,54,26,92,3.9
Clothing,Cluster 3,Brown,1199,Yes,Annually,Male,Socks,New Jersey,Bank Transfer,Cash,Yes,Summer,2-Day Shipping,M,No,40,17,49,3.9
Footwear,Cluster 1,Indigo,1200,Yes,Weekly,Male,Sandals,Maryland,Credit Card,Debit Card,Yes,Fall,Free Shipping,M,No,49,3,89,4.5
Outerwear,Cluster 2,Black,1201,Yes,Weekly,Male,Coat,Connecticut,Bank Transfer,PayPal,Yes,Winter,Store Pickup,XL,No,27,7,22,4.4
Footwear,Cluster 1,Black,1202,Yes,Fortnightly,Male,Shoes,Illinois,Cash,Venmo,Yes,Summer,2-Day Shipping,XL,No,27,46,61,3.1
Accessories,Cluster 4,Olive,1203,Yes,Every 3 Months,Male,Scarf,Maryland,Bank Transfer,Venmo,Yes,Spring,Standard,S,No,48,14,29,2.9
Footwear,Cluster 1,Orange,1204,Yes,Annually,Male,Sneakers,Minnesota,Bank Transfer,Bank Transfer,Yes,Winter,Free Shipping,M,No,40,23,82,3.7
Accessories,Cluster 4,Pink,1205,Yes,Every 3 Months,Male,Belt,Florida,Bank Transfer,Credit Card,Yes,Spring,2-Day Shipping,M,No,67,20,94,3.2
Accessories,Cluster 4,Olive,1206,Yes,Fortnightly,Male,Handbag,California,Credit Card,Bank Transfer,Yes,Spring,Standard,M,No,52,38,99,3.5
Accessories,Cluster 4,Cyan,1207,Yes,Every 3 Months,Male,Handbag,Mississippi,Cash,Venmo,Yes,Fall,Free Shipping,S,No,22,16,59,3
Footwear,Cluster 1,White,1208,Yes,Every 3 Months,Male,Boots,Washington,Venmo,Credit Card,Yes,Summer,Next Day Air,M,No,62,48,90,4.1
Footwear,Cluster 1,Red,1209,Yes,Annually,Male,Boots,Wisconsin,Cash,Debit Card,Yes,Winter,2-Day Shipping,S,No,20,8,100,2.9
Clothing,Cluster 3,Blue,1210,Yes,Monthly,Male,Pants,Pennsylvania,PayPal,Bank Transfer,Yes,Winter,Next Day Air,M,No,41,16,62,3.8
Accessories,Cluster 4,Olive,1211,Yes,Quarterly,Male,Sunglasses,Missouri,PayPal,Cash,Yes,Fall,Next Day Air,M,No,34,5,78,4.1
Clothing,Cluster 3,Green,1212,Yes,Every 3 Months,Male,Hoodie,Oklahoma,Venmo,Venmo,Yes,Spring,Store Pickup,M,No,23,14,94,4.6
Footwear,Cluster 1,Yellow,1213,Yes,Weekly,Male,Shoes,Pennsylvania,Venmo,Credit Card,Yes,Summer,Free Shipping,M,No,32,18,74,2.5
Accessories,Cluster 4,Black,1214,Yes,Every 3 Months,Male,Handbag,Kentucky,Cash,Debit Card,Yes,Spring,Express,XL,No,68,14,52,3.7
Outerwear,Cluster 2,Blue,1215,Yes,Every 3 Months,Male,Jacket,Vermont,Cash,Cash,Yes,Fall,Free Shipping,M,No,30,5,81,3.8
Clothing,Cluster 3,Pink,1216,Yes,Every 3 Months,Male,Blouse,Oregon,Cash,Credit Card,Yes,Winter,2-Day Shipping,L,No,66,15,20,2.6
Clothing,Cluster 3,Lavender,1217,Yes,Every 3 Months,Male,Pants,Utah,PayPal,Venmo,Yes,Summer,Free Shipping,XL,No,62,3,32,3.7
Footwear,Cluster 1,Cyan,1218,Yes,Every 3 Months,Male,Boots,Nebraska,Debit Card,Cash,Yes,Fall,Free Shipping,XL,No,50,12,63,2.6
Footwear,Cluster 1,Cyan,1219,Yes,Every 3 Months,Male,Boots,Pennsylvania,Venmo,Cash,Yes,Spring,Store Pickup,M,No,55,43,79,3.1
Clothing,Cluster 3,Gold,1220,Yes,Bi-Weekly,Male,Sweater,Vermont,Bank Transfer,Credit Card,Yes,Winter,Next Day Air,M,No,19,35,23,2.5
Accessories,Cluster 4,Green,1221,Yes,Quarterly,Male,Gloves,Kentucky,Bank Transfer,Bank Transfer,Yes,Winter,Express,M,No,67,36,64,4.9
Clothing,Cluster 3,Red,1222,Yes,Quarterly,Male,Socks,Iowa,Bank Transfer,Cash,Yes,Winter,Standard,M,No,18,3,69,4.5
Clothing,Cluster 3,Magenta,1223,Yes,Annually,Male,Jeans,Indiana,Bank Transfer,Bank Transfer,Yes,Fall,Store Pickup,L,No,58,27,69,3.4
Clothing,Cluster 3,Red,1224,Yes,Weekly,Male,Pants,Kansas,Credit Card,Bank Transfer,Yes,Winter,Free Shipping,L,No,69,21,24,3.9
Clothing,Cluster 3,Yellow,1225,Yes,Weekly,Male,Shorts,Illinois,Bank Transfer,Venmo,Yes,Summer,Store Pickup,M,No,62,18,50,3.7
Accessories,Cluster 4,Turquoise,1226,Yes,Weekly,Male,Gloves,North Carolina,Credit Card,Debit Card,Yes,Fall,Free Shipping,S,No,28,16,97,2.6
Footwear,Cluster 1,Cyan,1227,Yes,Bi-Weekly,Male,Sandals,Ohio,PayPal,Venmo,Yes,Fall,Store Pickup,S,No,53,18,91,3.4
Clothing,Cluster 3,Yellow,1228,Yes,Bi-Weekly,Male,Blouse,Illinois,Venmo,Bank Transfer,Yes,Spring,Store Pickup,L,No,27,19,37,4.9
Outerwear,Cluster 2,Yellow,1229,Yes,Annually,Male,Jacket,Indiana,Venmo,Cash,Yes,Winter,Express,S,No,55,1,55,3.9
Accessories,Cluster 4,Maroon,1230,Yes,Annually,Male,Jewelry,Kansas,Venmo,Bank Transfer,Yes,Winter,Express,XL,No,34,39,52,3.6
Accessories,Cluster 4,Brown,1231,Yes,Monthly,Male,Hat,Illinois,Debit Card,Venmo,Yes,Spring,Standard,L,No,25,49,80,4.6
Clothing,Cluster 3,Gold,1232,Yes,Fortnightly,Male,Socks,Pennsylvania,Credit Card,Credit Card,Yes,Spring,2-Day Shipping,M,No,66,43,79,4
Accessories,Cluster 4,Charcoal,1233,Yes,Every 3 Months,Male,Handbag,New York,Cash,Debit Card,Yes,Summer,Free Shipping,M,No,57,31,23,3.6
Clothing,Cluster 3,Beige,1234,Yes,Every 3 Months,Male,Pants,Utah,Cash,Venmo,Yes,Winter,Next Day Air,L,No,46,40,73,3.5
Accessories,Cluster 4,Indigo,1235,Yes,Bi-Weekly,Male,Gloves,New Jersey,Cash,Bank Transfer,Yes,Fall,Store Pickup,M,No,38,2,99,4.1
Clothing,Cluster 3,Red,1236,Yes,Every 3 Months,Male,Sweater,Idaho,Bank Transfer,PayPal,Yes,Spring,Store Pickup,M,No,23,46,22,3
Accessories,Cluster 4,White,1237,Yes,Every 3 Months,Male,Hat,New Mexico,PayPal,Debit Card,Yes,Summer,Store Pickup,M,No,42,35,68,4.4
Clothing,Cluster 3,Charcoal,1238,Yes,Quarterly,Male,Dress,Michigan,Credit Card,Credit Card,Yes,Spring,2-Day Shipping,S,No,25,42,92,4.4
Clothing,Cluster 3,Violet,1239,Yes,Fortnightly,Male,Pants,Wyoming,PayPal,Venmo,Yes,Winter,Express,M,No,55,3,77,3.7
Outerwear,Cluster 2,Magenta,1240,Yes,Every 3 Months,Male,Coat,New Jersey,PayPal,Debit Card,Yes,Spring,Standard,XL,No,62,32,37,4.8
Accessories,Cluster 4,White,1241,Yes,Annually,Male,Scarf,New Jersey,Debit Card,Debit Card,Yes,Winter,Store Pickup,L,No,41,48,79,2.9
Clothing,Cluster 3,Pink,1242,Yes,Weekly,Male,Hoodie,Hawaii,Cash,Credit Card,Yes,Winter,Express,XL,No,58,34,51,3.1
Clothing,Cluster 3,Lavender,1243,Yes,Quarterly,Male,Socks,Nevada,Bank Transfer,Bank Transfer,Yes,Summer,Next Day Air,M,No,56,15,27,4
Clothing,Cluster 3,Pink,1244,Yes,Annually,Male,Blouse,New Hampshire,PayPal,Debit Card,Yes,Spring,Store Pickup,S,No,25,22,23,3
Clothing,Cluster 3,Silver,1245,Yes,Monthly,Male,Socks,Indiana,Cash,Cash,Yes,Summer,2-Day Shipping,S,No,70,2,76,3.9
Clothing,Cluster 3,Violet,1246,Yes,Weekly,Male,Dress,New York,Bank Transfer,Bank Transfer,Yes,Fall,Standard,M,No,42,30,31,3.4
Clothing,Cluster 3,Charcoal,1247,Yes,Monthly,Male,Hoodie,Louisiana,Credit Card,Cash,Yes,Winter,Standard,M,No,27,27,60,2.7
Clothing,Cluster 3,Charcoal,1248,Yes,Bi-Weekly,Male,T-shirt,Virginia,Bank Transfer,Venmo,Yes,Spring,Express,M,No,65,18,99,3.5
Accessories,Cluster 4,Red,1249,Yes,Annually,Male,Hat,Wisconsin,Credit Card,Credit Card,Yes,Winter,Free Shipping,XL,No,62,8,37,3
Footwear,Cluster 1,Peach,1250,Yes,Fortnightly,Male,Boots,Oregon,PayPal,Venmo,Yes,Winter,Express,M,No,62,48,50,4.5
Clothing,Cluster 3,Purple,1251,Yes,Monthly,Male,Jeans,New Hampshire,Cash,Cash,Yes,Winter,Free Shipping,XL,No,52,24,26,4.1
Clothing,Cluster 3,Orange,1252,Yes,Monthly,Male,Shorts,Indiana,Debit Card,Credit Card,Yes,Spring,Next Day Air,XL,No,56,43,86,5
Footwear,Cluster 1,Magenta,1253,Yes,Quarterly,Male,Sandals,Massachusetts,Venmo,Cash,Yes,Fall,Standard,L,No,28,8,41,4
Footwear,Cluster 1,Red,1254,Yes,Annually,Male,Sandals,Montana,Venmo,PayPal,Yes,Winter,Express,XL,No,39,49,23,4.9
Footwear,Cluster 1,Black,1255,Yes,Bi-Weekly,Male,Sneakers,California,Cash,Credit Card,Yes,Spring,2-Day Shipping,XL,No,54,2,56,3.3
Accessories,Cluster 4,Peach,1256,Yes,Fortnightly,Male,Hat,Indiana,Credit Card,Cash,Yes,Fall,Standard,M,No,30,38,68,4.1
Outerwear,Cluster 2,Olive,1257,Yes,Fortnightly,Male,Coat,West Virginia,Cash,Cash,Yes,Winter,Express,S,No,45,4,48,3.6
Clothing,Cluster 3,Gold,1258,Yes,Every 3 Months,Male,Dress,Minnesota,Cash,Cash,Yes,Spring,Free Shipping,L,No,68,31,67,3
Footwear,Cluster 1,Gold,1259,Yes,Every 3 Months,Male,Boots,Ohio,Debit Card,Debit Card,Yes,Spring,2-Day Shipping,XL,No,47,34,87,4.1
Clothing,Cluster 3,Turquoise,1260,Yes,Monthly,Male,Skirt,Minnesota,Bank Transfer,Credit Card,Yes,Fall,Standard,M,No,68,45,64,3.9
Clothing,Cluster 3,Green,1261,Yes,Quarterly,Male,Shirt,Virginia,Venmo,Debit Card,Yes,Spring,Store Pickup,XL,No,63,30,93,4.1
Clothing,Cluster 3,Maroon,1262,Yes,Fortnightly,Male,Shirt,Connecticut,Venmo,Credit Card,Yes,Summer,Next Day Air,L,No,20,2,29,2.8
Footwear,Cluster 1,Brown,1263,Yes,Monthly,Male,Boots,Tennessee,Debit Card,Venmo,Yes,Winter,Store Pickup,L,No,29,44,62,4.8
Clothing,Cluster 3,Brown,1264,Yes,Bi-Weekly,Male,Hoodie,Delaware,Bank Transfer,Credit Card,Yes,Winter,2-Day Shipping,L,No,41,1,70,4.6
Clothing,Cluster 3,Blue,1265,Yes,Bi-Weekly,Male,Sweater,Vermont,Venmo,Venmo,Yes,Winter,Next Day Air,S,No,52,1,92,2.5
Clothing,Cluster 3,Lavender,1266,Yes,Weekly,Male,Shirt,Louisiana,Bank Transfer,Bank Transfer,Yes,Spring,Next Day Air,M,No,32,27,79,2.7
Clothing,Cluster 3,Peach,1267,Yes,Every 3 Months,Male,Blouse,North Dakota,Cash,Debit Card,Yes,Fall,Standard,M,No,20,14,31,4
Clothing,Cluster 3,Gray,1268,Yes,Weekly,Male,T-shirt,Oregon,Credit Card,Cash,Yes,Spring,Standard,S,No,47,41,83,2.7
Outerwear,Cluster 2,Charcoal,1269,Yes,Bi-Weekly,Male,Jacket,Idaho,Venmo,Debit Card,Yes,Winter,Next Day Air,XL,No,23,25,88,2.9
Accessories,Cluster 4,Lavender,1270,Yes,Quarterly,Male,Jewelry,Vermont,PayPal,PayPal,Yes,Spring,Standard,M,No,43,47,53,3
Clothing,Cluster 3,Green,1271,Yes,Annually,Male,Hoodie,West Virginia,Cash,Cash,Yes,Fall,Standard,M,No,67,20,98,3.3
Accessories,Cluster 4,Gray,1272,Yes,Annually,Male,Jewelry,Kentucky,Cash,PayPal,Yes,Spring,Store Pickup,S,No,70,42,57,4.3
Footwear,Cluster 1,Orange,1273,Yes,Monthly,Male,Sandals,Wisconsin,Debit Card,Bank Transfer,Yes,Winter,Express,M,No,35,16,80,4.4
Clothing,Cluster 3,Silver,1274,Yes,Every 3 Months,Male,Jeans,Mississippi,Cash,Credit Card,Yes,Spring,Next Day Air,L,No,41,32,29,4.1
Accessories,Cluster 4,Olive,1275,Yes,Quarterly,Male,Hat,Missouri,Cash,PayPal,Yes,Spring,2-Day Shipping,M,No,54,37,73,3.1
Clothing,Cluster 3,Turquoise,1276,Yes,Monthly,Male,Sweater,Arkansas,PayPal,PayPal,Yes,Fall,Standard,S,No,55,1,32,4.5
Footwear,Cluster 1,Turquoise,1277,Yes,Weekly,Male,Boots,Wyoming,PayPal,Bank Transfer,Yes,Spring,Next Day Air,L,No,51,37,68,4.8
Clothing,Cluster 3,Green,1278,Yes,Quarterly,Male,Blouse,Rhode Island,Debit Card,Venmo,Yes,Spring,Express,L,No,19,5,97,5
Clothing,Cluster 3,Violet,1279,Yes,Fortnightly,Male,Shorts,Utah,Credit Card,Venmo,Yes,Fall,Next Day Air,M,No,28,31,98,2.8
Clothing,Cluster 3,Charcoal,1280,Yes,Annually,Male,Hoodie,Maryland,PayPal,Debit Card,Yes,Fall,Express,L,No,63,18,56,3.7
Clothing,Cluster 3,White,1281,Yes,Every 3 Months,Male,Pants,Georgia,PayPal,Venmo,Yes,Winter,2-Day Shipping,L,No,30,39,78,4.4
Accessories,Cluster 4,Olive,1282,Yes,Bi-Weekly,Male,Belt,New Jersey,Cash,Venmo,Yes,Spring,Store Pickup,M,No,29,8,81,4.5
Clothing,Cluster 3,Violet,1283,Yes,Monthly,Male,Shirt,New Hampshire,Debit Card,Venmo,Yes,Winter,Free Shipping,L,No,24,20,68,3
Clothing,Cluster 3,Violet,1284,Yes,Every 3 Months,Male,Shirt,Oregon,Credit Card,Debit Card,Yes,Winter,2-Day Shipping,M,No,69,23,94,3.9
